	CANET	CM1	CM2	CM3	CS1	CS2	CS3	SCM1	SCM2	SCS2	SCS3	Sea1	Sea2	Sea3	SM1	SM2	SM3	SOLA	SS1	SS2	SS3
SV_11_Campylobacterales	0	0.0547365237771225	0.0742399619485513	0.000302594749981088	0.0596556833415649	0.113900634249471	0.0642142436727487	0.018514379377142	0.0516044148819531	0.00412477442639856	0.0741198270537369	0	0	0	0.000284909303871601	0	0	0	0	0	0
SV_12_Campylobacterales	0	7.56029333938157e-05	0.000118910777280114	0	0	0	0	0	3.65470360353775e-05	0	4.75127096498313e-05	0	0	0	0.333597138244326	9.65250965250965e-05	4.39444542098787e-05	0	0	0	0
SV_13_Alteromonadales	0	0.00158766160127013	0.0011494708470411	3.7824343747636e-05	0.000176391730755662	0.000105708245243129	0.000765155974102413	0.00588585903740128	0.00222936919815803	0.00773395204949729	0.00570152515797976	0.000109704456195011	0	0	0.00288074962803508	0.0239060489060489	0.02175250483389	0	6.51352642320552e-05	0.0838707464324918	0.0913152610441767
SV_14_Flavobacteriales	0.0223358238301219	0.0353065698949119	0.0297276943200285	0.0268931084045692	0.0287871304593241	0.0294397463002114	0.0278987639788111	0.0297645656385039	0.0340983846210072	0.0234596545501418	0.0248491471468618	0.00596792241700858	0.0289271329183449	0.0149199942338187	0.000823071322295736	0.000482625482625483	0.000747055721567938	0.000435967302452316	0.000238829302184203	0.000343029637760703	0.000225903614457831
SV_15_Campylobacterales	7.86472670074715e-05	0	0	0.265375595733414	0	0	0	0	3.65470360353775e-05	0	0	0	0	0	0	0	0	0	0	0	0
SV_16_Flavobacteriales	0.257097915847424	0.0158010130793075	0.0283800388441872	0.0206142673424616	0.0248712340365484	0.0270084566596194	0.0136550912301354	0.0078229772016093	0.0100869819457642	0.00741170404743491	0.0103577707036632	0	0	0	0	0	0	0	2.17117547440184e-05	0	2.51004016064257e-05
SV_17_Alteromonadales	0	0	0	0	3.52783461511324e-05	0	0	0.000149009089554463	0.00029237628828302	0.000644496004124774	0.000142538128949494	0.000285231586107028	0	0.000144154533660084	0.0270980404571212	0.0275096525096525	0.0391545087010019	5.44959128065395e-05	0.00169351687003344	0.0333081778265642	0.0677961847389558
SV_18_Flavobacteriales	0.0325599685410932	0.00264610266878355	0.00428078798208411	0.00245858234359634	0.00416284484583363	0.00385835095137421	0.00211889346674514	0.00122932498882432	0.0017908047657335	0.000966744006187162	0.00280324986934005	0.0548302872062663	0.0567557671182717	0.117774254000288	0.000316565893190668	0.000868725868725869	0.000395500087888908	0.00463215258855586	0.000217117547440184	6.86059275521405e-05	0.000125502008032129
SV_19_Alteromonadales	0	0.000453617600362894	0.000277458480320266	0.000151297374990544	0.000529175192266987	0.000264270613107822	0.0012948793407887	0.0014155863507674	0.000913675900884438	0.0144367104923949	0.00223309735354207	4.38817824780043e-05	0	0	0.00994016904618696	0.0228120978120978	0.0235102830022851	0	0.0275522167701594	0.0251097694840834	0.0567771084337349
SV_20_Flavobacteriales	0.00865119937082186	0.0337945112270356	0.0200166475088192	0.0139571828428777	0.0197558738446342	0.017600422832981	0.0251324308416716	0.0376247951125019	0.0323441268913091	0.0265532353699407	0.0368223499786193	6.58226737170064e-05	0.00018308311973636	7.20772668300418e-05	0.000633131786381335	0.000836550836550837	0.000307611179469151	0	0.00013027052846411	0.00391053787047201	0.00421686746987952
SV_21_Oceanospirillales	0	0.00498979360399184	0.00566808038368544	0.00018912171873818	0.00239892753827701	0.00449260042283298	0.00459093584461448	0.00543883176873789	0.00610335501790805	0.0059938128383604	0.00361096593338718	0.00072404941088707	0	0.000216231800490125	0.0216847636835607	0.0668597168597169	0.028607839690631	0	0.00557992096921273	0.00885016465422613	0.0291917670682731
SV_22_Micrococcales	0.0380652772316162	0.0238905269524458	0.0389630980221174	0.0218624706861336	0.0353489028434347	0.0359408033826638	0.024131842260153	0.0155714498584414	0.0171040128645567	0.017143593709719	0.0205254905687271	2.19408912390021e-05	0	0	9.49697679572003e-05	0	4.39444542098787e-05	0.000108991825613079	0	0	7.53012048192771e-05
SV_23_Rhodobacterales	0.0011010617381046	0.000680426400544341	0.000436006183360419	0.000302594749981088	0.000352783461511324	0.000422832980972516	0.000412007062978223	0.000186261361943079	0.000548205540530663	0.000322248002062387	0.000237563548249157	0.0363121750005485	0.0479067496643476	0.0601124405362549	0.00430529614739308	0.00685328185328185	0.00391105642467921	0.000817438692098093	0.00996569542750445	0.0238405598243688	0.0267821285140562
SV_24_SAR11_clade	0	0	0	0	0	0	0	0.00156459544032186	0.00116950515313208	0.000644496004124774	0.00128284316054545	0.00495864142001448	0.0727450262419138	0.0582384315986738	0.0118079078160119	0.0158622908622909	0.00377922306204957	0.122070844686648	0.00227973424812193	0.00672338090010977	0.00203313253012048
SV_25_Rhodobacterales	0.00825796303578451	0.010660013608528	0.0033295017638432	0.00397155609350178	0.00557397869187893	0.00443974630021142	0.0127133608004709	0.00372522723886157	0.00928294715298589	0.00367362722351121	0.00256568632109089	0.0288303310880488	0.0711583058708654	0.0542741819230215	0.00370382095033081	0.000933075933075933	0.00307611179469151	0.000326975476839237	0.000325676321160276	0.0165340285400659	0.00133032128514056
SV_26_Alteromonadales	0	0	0	0	0.000105835038453397	0	0	0.000447027268663388	0.000402017396389153	0.000193348801237432	0.000142538128949494	0.000175527129912017	0	7.20772668300418e-05	0.0455538320301371	0.0157657657657658	0.0131393918087537	0	0.0346953840809414	0.0226742590559824	0.0198795180722892
SV_27_Rhodobacterales	0.00338183248132127	0.0212444242836622	0.0154187641206548	0.00158862243740071	0.0297749241515558	0.0111522198731501	0.0633902295467922	0.00111756817165847	0.0469629413054601	0.0510440835266821	0.00555898702903027	2.19408912390021e-05	0	0	3.16565893190668e-05	0	4.39444542098787e-05	0	0	0.000102908891328211	7.53012048192771e-05
SV_28_Rhodobacterales	0	0	0	0.000113473031242908	0	5.28541226215645e-05	0	0.000409774996274773	7.30940720707551e-05	0	0.000190050838599325	0	0	0	0.105036563360664	0.00575933075933076	0.0404728423272983	0	0	0.00836992316136114	0.0105923694779116
SV_29_SAR11_clade	0.000393236335037357	0.000604823467150525	0.00162511395616156	0.00105908162493381	0.00155224723064983	0.000581395348837209	0.000235432607416127	0.00149009089554463	0.00142533440537972	0.00109564320701212	0.00171045754739393	0.00353248348947934	0.0533382155498596	0.0419489692950843	0.00740764190066162	0.0102960102960103	0.00197750043944454	0.0849046321525886	0.00156324634156933	0.00418496158068057	0.00130522088353414
SV_30_Flavobacteriales	0.000471883602044829	0.000151205866787631	0.000237821554560228	0.000113473031242908	7.05566923022649e-05	0.000211416490486258	0.000176574455562095	7.45045447772314e-05	0.000365470360353775	0.00025779840164991	0.000285076257898988	0.0466243938828795	0.0245941657512511	0.0339483926769497	0.00183608218050587	0.00173745173745174	0.00228511161891369	0.000163487738419619	0.00125928177515307	0.013686882546652	0.015210843373494
SV_31_Rhodobacterales	0	7.56029333938157e-05	0.000158547703040152	0	0	0.000158562367864693	5.88581518540318e-05	7.45045447772314e-05	3.65470360353775e-05	0	4.75127096498313e-05	0	0	0	0	0.1	0.0206099490244331	0	0	6.86059275521405e-05	0.00379016064257028
SV_32_Alteromonadales	0.0372788045615415	0.022151659484388	0.0105434222521701	0.00711097662455556	0.0244478938827348	0.00591966173361522	0.024131842260153	0.00361347042169572	0.0047145676485637	0.0539443155452436	0.00603411412552858	0.00061434495469206	0.000244110826315147	0.000216231800490125	6.33131786381335e-05	9.65250965250965e-05	0	0	0	0	2.51004016064257e-05
SV_33_Rhodobacterales	0	0	0	0	3.52783461511324e-05	5.28541226215645e-05	0	0	3.65470360353775e-05	0	0	0	0	0	3.16565893190668e-05	0	0	0	0	0.121398188803513	0.000100401606425703
SV_34_Rhodobacterales	0.00353912701533622	0.0194299538822106	0.0184708074041777	0.00461456993721159	0.0123826994990475	0.0126321353065539	0.0181283107710418	0.00998360900014901	0.0169578247204152	0.0226218097447796	0.0143963510238989	4.38817824780043e-05	0	0	0	0	0	0	0	0.000514544456641054	0.000376506024096386
SV_35_Rhodobacterales	0.0016515926071569	0.01149164587586	0.0171627888540965	0.013087222936682	0.0125943695759543	0.0129492600422833	0.0105356091818717	0.00864252719415884	0.0118046926394269	0.0139855632895076	0.0281275241127001	0	0	0	3.16565893190668e-05	0	0	0	0	3.43029637760703e-05	0
SV_36_Oceanospirillales	0	0.00370454373629697	0.00174402473344167	0.0103638701868523	0.00014111338460453	0.00142706131078224	0.00135373749264273	0.0382953360154969	0.00442219136028068	0.0140500128899201	0.0183874186344847	0	0	0	0.0204501567001171	3.21750321750322e-05	8.78889084197574e-05	0	0	0	0
SV_37_Cellvibrionales	0	0	0	3.7824343747636e-05	0.00014111338460453	0.000105708245243129	0	0.0237669497839368	0	0	0	4.38817824780043e-05	0	0	3.16565893190668e-05	0.00302445302445302	0.0151608367024082	0	0.0347605193451735	0.00102908891328211	0.00052710843373494
SV_38_Rhodobacterales	0	0.00272170560217736	0.00202148321376194	0	0.000211670076906795	0.00454545454545455	0.000412007062978223	0.000409774996274773	0.0011329581170967	0.000902294405774684	0.00109279232194612	0	0	0	0.000189939535914401	0.00045045045045045	0.000175777816839515	0	0.000303964566416258	0.0475439077936334	0.019754016064257
SV_39_Flavobacteriales	0.0245379473063311	0.00778710213956302	0.0105830591779302	0.0085104773432181	0.0103365554222818	0.0101479915433404	0.00947616244849912	0.00979734763820593	0.00968496454937505	0.00547821603506058	0.0094075165106666	0	0	0	0	0	0	0	0	0	0
SV_40_Rhodobacterales	0.00487613055446323	0.00158766160127013	0.00158547703040152	0.00155079809365308	0.00225781415367248	0.00190274841437632	0.00200117716303708	0.00122932498882432	0.00190044587383963	0.00167568961072441	0.00118781774124578	0.000197468021151019	0.05181252288539	0.0451924463024362	0.00253252714552534	0.00138352638352638	0.00215327825628406	0.00201634877384196	0.000586217378088497	0.00312156970362239	0.000903614457831325
SV_41_Alteromonadales	0	0.000831632267331972	0.00019818462880019	0	0.000176391730755662	0.000369978858350951	0.00064743967039435	0.00152734316793324	0.00186389883780425	0.00135344160866203	0.000950254192996627	2.19408912390021e-05	0	0	0.000158282946595334	0.0397039897039897	0.0148971699771489	0	0	0.00679198682766191	0.00692771084337349
SV_42_Rhodospirillales	0	0	0	0	0	0	0	0.000223513634331694	0.000255829252247643	0.000322248002062387	0.000427614386848482	0.000504640498497049	0.0417429512998901	0.0127576762289174	0.0010446674475292	0.00312097812097812	0.000615222358938302	0.0593460490463215	0.000325676321160276	0.000891877058177827	0.000326305220883534
SV_43_Flavobacteriales	0.00322453794730633	0.0116428517426476	0.00681755123072654	0.0067327331870792	0.00744373103788894	0.00903805496828753	0.0106533254855798	0.00879153628371331	0.0082961771800307	0.00992523846352153	0.0105953342519124	0	6.10277065787868e-05	0	0	0	0	0	0	0	0
SV_44_Flavobacteriales	0.0129767990562328	0.00816511680653209	0.00947322525664909	0.00798093653075119	0.0116771325760248	0.00613107822410148	0.00570924072984108	0.0137833407837878	0.00606680798187267	0.00290023201856148	0.00342091509478786	2.19408912390021e-05	0	0	0	0	0	0	0	0	0
SV_45_Flavobacteriales	0.0267400707825403	0.00362894080290315	0.00661936660192635	0.00461456993721159	0.0100543286530727	0.00676532769556025	0.0064743967039435	0.0059231113097899	0.00793070681967692	0.0034158288218613	0.0080296479308215	6.58226737170064e-05	0.00018308311973636	0.00079284993513046	3.16565893190668e-05	0	0	0.000108991825613079	0	0	0
SV_46_Alteromonadales	0	7.56029333938157e-05	0	0	0	0	0	0	7.30940720707551e-05	0.000580046403712297	0	2.19408912390021e-05	0	7.20772668300418e-05	0.000443192250466935	0.0046010296010296	0.00465811214624714	0	0	0.0207875960482986	0.0234186746987952
SV_47_Alteromonadales	0	0.000378014666969078	0.000356732331840342	0.000113473031242908	7.05566923022649e-05	0.000105708245243129	0.000176574455562095	0.00614662494412159	0.000694393684672173	0.0019979376127868	0.00175797025704376	6.58226737170064e-05	0	0	0.00743929848998069	0.00646718146718147	0.0101951133766919	0	0.00132441703938512	0.00552277716794731	0.0157630522088353
SV_48_Rhodobacterales	7.86472670074715e-05	0.000226808800181447	7.92738515200761e-05	3.7824343747636e-05	0.000388061807662457	0.000317124735729387	0.000706297822248381	0	0.000694393684672173	0.000708945604537252	0.000142538128949494	0.00322531101213331	0.000793360185524228	0.00237854980539138	0	0	0	0	2.17117547440184e-05	0.0173229967069155	0.0247991967871486
SV_49_Flavobacteriales	0.00228077074321667	0.0108112194753156	0.00693646200800666	0.00612754368711703	0.00606787553799478	0.00713530655391121	0.0103001765744556	0.00726419311578006	0.00880783568452598	0.00870069605568445	0.00912244025276761	0	0	0	0	0	0	0	0	0	0
SV_50_SAR11_clade	0	0	0	0	0	0	0	0.000633288630606467	0.000402017396389153	0	0.000285076257898988	0.00166750773416416	0.0178811180275845	0.013766757964538	0.00389376048624521	0.00389317889317889	0.000878889084197574	0.0380381471389646	0.000716487906552608	0.00257272228320527	0.00102911646586345
SV_51_Flavobacteriales	0	0	0	0	3.52783461511324e-05	5.28541226215645e-05	0	3.72522723886157e-05	0	0.00025779840164991	4.75127096498313e-05	0.0113873225530421	0.00775051873550592	0.0126855989620874	0.000728101554338536	0.00170527670527671	0.000834944629987696	5.44959128065395e-05	0.000890181944504755	0.0128636114160263	0.00883534136546185
SV_52_Rhodobacterales	0.000629178136059772	0.00892114614047025	0.00519243727456498	0.0181178606551176	0.00818457630706272	0.00946088794926004	0.0108298999411418	0.00316644315303233	0.00526277318909436	0.00412477442639856	0.00251817361144106	0	0	0	9.49697679572003e-05	0	4.39444542098787e-05	0	4.34235094880368e-05	0.000137211855104281	0.000125502008032129
SV_53_SAR11_clade	0	0	0	0	0	0	0	0.000223513634331694	0.000621299612601418	0.000193348801237432	0.000285076257898988	0.00120674901814512	0.0106798486512877	0.00756811301715439	0.00297571939599228	0.00415057915057915	0.001450166988926	0.0407629427792916	0.000607929132832515	0.00226399560922064	0.00107931726907631
SV_54_Flavobacteriales	0	0	0	0	0	0	0	3.72522723886157e-05	0.000109641108106133	0	0	0.0154025056497795	0.0203832539973148	0.0269568977944356	9.49697679572003e-05	0.000257400257400257	0.000966777992617332	0.000926430517711172	0.000195405792696166	0.000171514818880351	0.000100401606425703
SV_55_Alteromonadales	0.000786472670074715	0.000604823467150525	0.000396369257600381	3.7824343747636e-05	0.000670288576871516	0.000369978858350951	0.00100058858151854	0.000149009089554463	0.00029237628828302	0.0103119360659964	0.000190050838599325	0.020843846677052	0.00488221652630294	0.00598241314689347	0	0.000514800514800515	0	0.000108991825613079	6.51352642320552e-05	0.000137211855104281	0.00148092369477912
SV_56_Alteromonadales	0	0.000226808800181447	3.96369257600381e-05	0	0	0	0	0.000819549992549546	0.00029237628828302	0.000966744006187162	0.000332588967548819	0.000241349803629023	6.10277065787868e-05	0	0.000791414732976669	0.00392535392535393	0.00395500087888908	0	0.00186721090798558	0.0128979143798024	0.0169427710843373
SV_57_Cellvibrionales	0	0	0	0	0	0	0	0	3.65470360353775e-05	0	4.75127096498313e-05	0.00950040590648792	0.0407665079946296	0.015496612368459	0.000664788375700402	0.00028957528957529	0.000219722271049394	0.00343324250681199	6.51352642320552e-05	0.000308726673984632	0.000125502008032129
SV_58_Order_III	7.86472670074715e-05	0	3.96369257600381e-05	0	0	0	0	0.000223513634331694	0.00043856443242453	6.44496004124774e-05	4.75127096498313e-05	0.000241349803629023	0.00695715854998169	0.00648695401470376	0.000569818607743202	0.00312097812097812	0.001450166988926	0.0529700272479564	0.00054279386860046	0.000617453347969265	0.000627510040160643
SV_59_Flavobacteriales	0.0128981517892253	0.00264610266878355	0.00408260335328392	0.00393373174975414	0.00624426726875044	0.003276955602537	0.00200117716303708	0.00264491133959172	0.00299685695490096	0.00154679040989946	0.00175797025704376	0.00381771507558637	0.00787257414866349	0.00648695401470376	0.000538162018424135	0.000386100386100386	0.000527333450518545	0.00348773841961853	0.000195405792696166	0.000514544456641054	0.000225903614457831
SV_60_Flavobacteriales	0.00125835627211954	0.00740908747259394	0.00491497879424472	0.00624101671835994	0.00356311296126438	0.00761099365750529	0.0088875809299588	0.00525257040679481	0.00694393684672173	0.00663830884248518	0.00608162683517841	0	0	0	0	0	0	0	0	0	0
SV_61_Flavobacteriales	0.0266614235155328	0.00423376427005368	0.00586626501248563	0.00400938043724941	0.00656177238411063	0.00470401691331924	0.00423778693349029	0.00275666815675756	0.00328923324318398	0.00167568961072441	0.00370599135268684	0.000197468021151019	0.00128158183815452	0.00129739080294075	0	3.21750321750322e-05	8.78889084197574e-05	0.000326975476839237	0	0	0
SV_62_Flavobacteriales	0.00644907589461266	0.00642624933847433	0.00820484363232788	0.00389590740600651	0.00564453538418119	0.00676532769556025	0.00494408475573867	0.00551333631351512	0.00603026094583729	0.00567156483629801	0.00299330070793937	2.19408912390021e-05	0	0	3.16565893190668e-05	0	0	0	0	0	0
SV_63_Rhodobacterales	7.86472670074715e-05	0	3.96369257600381e-05	0	7.05566923022649e-05	0	0	3.72522723886157e-05	7.30940720707551e-05	0	4.75127096498313e-05	0.000592404063453057	0.00463810569998779	0.00605449041372351	0.000949697679572003	0.000643500643500643	0.000878889084197574	0.000163487738419619	0.000238829302184203	0.033685510428101	0.000978915662650602
SV_64_Flavobacteriales	7.86472670074715e-05	0	0	0	0.000176391730755662	5.28541226215645e-05	0.000176574455562095	0	7.30940720707551e-05	6.44496004124774e-05	0.000237563548249157	0.0170700133839437	0.0134260954473331	0.0162173850367594	0.000189939535914401	0.00028957528957529	0.000263666725259272	0.000926430517711172	0.000195405792696166	6.86059275521405e-05	0.00017570281124498
SV_65_Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094920021093338	0	0	0.036155323819978	0
SV_66_SAR11_clade	0	0	3.96369257600381e-05	0	7.05566923022649e-05	5.28541226215645e-05	0	0.000335270451497541	0.000402017396389153	0.000128899200824955	0.000380101677198651	0.000680167628409066	0.0150738435249603	0.0131180625630676	0.00224761784165374	0.00373230373230373	0.000395500087888908	0.0256675749318801	0.000499370359112423	0.00150933040614709	0.000652610441767068
SV_67_Flavobacteriales	0	0	0	3.7824343747636e-05	3.52783461511324e-05	0	0	0.000335270451497541	0.000328923324318398	0.00025779840164991	0.000427614386848482	0.0030497838822213	0.0107408763578665	0.00807265388496468	0.00193105194846307	0.00337837837837838	0.0035155563367903	0.0198365122615804	0.00136784054887316	0.000994785949506037	0.00143072289156626
SV_68_Rhodobacterales	0.0162799842705466	0.00453617600362894	0.00495461572000476	0.0048415159996974	0.00687927749947082	0.00623678646934461	0.00406121247792819	0.00208612725376248	0.00445873839631606	0.00283578241814901	0.00251817361144106	0	0.000427193946051507	0.000144154533660084	3.16565893190668e-05	6.43500643500643e-05	0	0	0	0	0
SV_69_Rhodobacterales	0	0.000226808800181447	0.000158547703040152	0	0.00014111338460453	0.000158562367864693	5.88581518540318e-05	0.041201013261809	0.00058475257656604	0.000580046403712297	0.00133035587019528	0	0	0	0	0	4.39444542098787e-05	0	0	0	0
SV_70_Micrococcales	0.0120330318521431	0.00393135253647842	0.00558880653216537	0.00295029881231561	0.00553870034572779	0.00576109936575053	0.00506180105944673	0.00312919088064372	0.00449528543235144	0.00232018561484919	0.00351594051408752	0	0	0	0	3.21750321750322e-05	0	0	0	0	0
SV_71_Order_III	0.000707825403067243	7.56029333938157e-05	0.000317095406080304	0.00037824343747636	0.000881958653778311	0.000211416490486258	0.000412007062978223	0.000447027268663388	0.000328923324318398	6.44496004124774e-05	0.000475127096498313	0.00061434495469206	0.00915415598681802	0.00908173562058527	0.000443192250466935	0.00205920205920206	0.00105466690103709	0.0270299727520436	0.000694776151808589	0.000411635565312843	0.000502008032128514
SV_72_Flavobacteriales	0	0	0	0	0	0	0	0.000335270451497541	0.000182735180176888	0.000193348801237432	0.000190050838599325	0.00147003971301314	0.00823874038813621	0.00540579501225314	0.00139288993003894	0.00302445302445302	0.00342766742837054	0.0211444141689373	0.0013027052846411	0.000754665203073546	0.00130522088353414
SV_73_Oceanospirillales	0.0113252064490759	0.00498979360399184	0.00511316342304491	0.00264770406233452	0.00515063853806534	0.0056553911205074	0.00453207769276045	0.00137833407837878	0.0039105328557854	0.00348027842227378	0.00308832612723904	0	0	0	0	0	0	0	0	0	0
SV_74_Alteromonadales	0	0	0	0	0	0	0	0	0.00014618814414151	0.000386697602474865	0	0	6.10277065787868e-05	0	0.000506505429105068	0.00637065637065637	0.00347161188258042	0	0.0018889226627296	0.00823271130625686	0.0079066265060241
SV_75_Cellvibrionales	0	0	0	0	0	0	0	3.72522723886157e-05	0.000109641108106133	0	0	0.00487087785505847	0.0268521908946662	0.0127576762289174	0.000348222482509734	6.43500643500643e-05	0.000131833362629636	0.00245231607629428	2.17117547440184e-05	6.86059275521405e-05	7.53012048192771e-05
SV_76_Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0.00294007942602629	0	7.20772668300418e-05	0.000284909303871601	0.00028957528957529	0.000219722271049394	0	0.000195405792696166	0.00939901207464325	0.0109437751004016
SV_77_Rhodobacterales	0.00416830515139599	0.00582142587132381	0.00245748939712236	0.00291247446856797	0.00225781415367248	0.003276955602537	0.0147145379635079	0.00160184771271048	0.00442219136028068	0.00315803042021139	0.000760203354397301	2.19408912390021e-05	0	0	0	0	0	0	0	0	0
SV_78_Flavobacteriales	0	0	0	0	0	0	0	3.72522723886157e-05	0.00029237628828302	6.44496004124774e-05	0.000190050838599325	0.0010531627794721	0.00762846332234835	0.00727980394983422	0.00170945582322961	0.0028957528957529	0.00307611179469151	0.0136784741144414	0.00123757002040905	0.000617453347969265	0.00107931726907631
SV_79_Rhodobacterales	0.00141565080613449	0.00370454373629697	0.00190257243648183	0.0014751494061578	0.00317505115360192	0.00385835095137421	0.00547380812242496	0.0030919386082551	0.00573788465755427	0.0105052848672338	0.00232812277284174	0	0	0	0	0	0	0	0	0	2.51004016064257e-05
SV_80_Micrococcales	0.00432559968541093	0.00249489680199592	0.00483570494272464	0.00200469021862471	0.00366894799971777	0.00454545454545455	0.00347263095938788	0.00234689316048279	0.00398362692785615	0.00193348801237432	0.00308832612723904	4.38817824780043e-05	6.10277065787868e-05	0.000288309067320167	0.000158282946595334	0.000225225225225225	0.00035155563367903	0.000108991825613079	0.000260541056928221	0.000205817782656422	0.000150602409638554
SV_81_Rhodobacterales	0	0	0	0	0	5.28541226215645e-05	5.88581518540318e-05	3.72522723886157e-05	0.000109641108106133	6.44496004124774e-05	9.50254192996627e-05	0.00427847379160542	0.0117173196631271	0.0147037624333285	0.00145620310867707	0.000579150579150579	0.000922833538407453	0.00103542234332425	0.000347388075904295	0.00137211855104281	0.00143072289156626
SV_82_Oceanospirillales	0.00283130161226897	0.000907235200725788	0.00158547703040152	0.00117255465617672	0.00144641219219643	0.000898520084566596	0.000529723366686286	0.000596036358217851	0.000877128864849061	0.000322248002062387	0.000997766902646458	0.00359830616319635	0.00945929451971195	0.00735188121666426	0.000538162018424135	0.000193050193050193	0.000219722271049394	0.00457765667574932	0	0.000274423710208562	7.53012048192771e-05
SV_83_Campylobacterales	0	0.000453617600362894	0.00432042490784415	7.5648687495272e-05	0.000211670076906795	0.00317124735729387	0.00206003531489111	0.00532707495157205	0.00127914626123821	0.000580046403712297	0.0174371644414881	0	0	0	0	0	0	0	0	0	0
SV_84_Alteromonadales	0	0	0	0	3.52783461511324e-05	0	0	7.45045447772314e-05	0.000109641108106133	0.000193348801237432	0	6.58226737170064e-05	0	0	0	0.00157657657657658	0.00210933380207418	0	0.00204090494593773	0.00699780461031833	0.0088855421686747
SV_85_Rhodobacterales	0	0	0	0	0	0	0	0.00026076590672031	0.000328923324318398	0.00025779840164991	0.000475127096498313	0.000504640498497049	0.0108019040644453	0.010379126423526	0.00186773876982494	0.00119047619047619	0.00105466690103709	0.0113896457765668	0.000108558773720092	0.000823271130625686	0.000401606425702811
SV_86_Rhodobacterales	0.00125835627211954	0.00264610266878355	0.00269531095168259	0.00480369165594977	0.00349255626896211	0.00280126849894292	0.00341377280753384	0.00264491133959172	0.00266793363058256	0.00296468161897396	0.00384852948163634	0	0	0	0	0	0	0	0	0	0
